CNN-INTEGRATED SPECK COMPREHENSIVE SECURITY REPORT
------------------------------------------------------------------------------------------------------------------------
Image           | Enc_T(s) | Dec_T(s) | Entp   | NPCR%  | UACI%  | PSNR   | Corr_H | Corr_V | Corr_D
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_1536_2560_size512.png | 0.0886   | 0.0795   | 7.5984 | 99.85  | 28.67  | 8.88   | -0.055 | 0.022  | 0.013 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_1536_3072_size512.png | 0.0934   | 0.0853   | 7.6049 | 99.81  | 29.02  | 8.79   | -0.016 | 0.008  | 0.038 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_1536_3584_size512.png | 0.0889   | 0.0806   | 7.6090 | 99.85  | 28.09  | 9.10   | -0.009 | -0.006 | 0.015 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_1536_4096_size512.png | 0.0926   | 0.0838   | 7.6019 | 99.81  | 28.24  | 9.06   | -0.038 | -0.006 | 0.007 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_1536_512_size512.png | 0.0904   | 0.0819   | 7.5962 | 99.83  | 29.37  | 8.67   | -0.033 | 0.003  | -0.017
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2048_0_size512.png | 0.0938   | 0.0826   | 7.6111 | 99.83  | 29.31  | 8.70   | -0.062 | 0.003  | 0.020 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2048_1024_size512.png | 0.0832   | 0.0727   | 7.5891 | 99.89  | 28.20  | 8.98   | -0.067 | 0.003  | 0.010 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2048_1536_size512.png | 0.1007   | 0.0931   | 7.6005 | 99.79  | 29.05  | 8.81   | -0.077 | 0.027  | -0.003
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2048_2048_size512.png | 0.0889   | 0.0809   | 7.5877 | 99.84  | 28.95  | 8.78   | -0.052 | -0.019 | 0.001 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2048_2560_size512.png | 0.0880   | 0.0814   | 7.6010 | 99.85  | 29.38  | 8.65   | -0.065 | 0.033  | -0.005
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2048_3072_size512.png | 0.1011   | 0.0927   | 7.6117 | 99.78  | 28.98  | 8.85   | -0.035 | 0.021  | 0.002 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2048_3584_size512.png | 0.0896   | 0.0814   | 7.5935 | 99.84  | 28.10  | 9.08   | -0.083 | -0.009 | 0.045 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2048_4096_size512.png | 0.0875   | 0.0802   | 7.5962 | 99.85  | 28.76  | 8.83   | -0.034 | 0.015  | -0.004
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2048_512_size512.png | 0.0872   | 0.0776   | 7.6043 | 99.87  | 28.27  | 9.00   | -0.055 | 0.042  | -0.023
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2560_0_size512.png | 0.0942   | 0.0832   | 7.6082 | 99.83  | 29.35  | 8.69   | -0.045 | -0.028 | -0.004
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2560_1024_size512.png | 0.0860   | 0.0752   | 7.5975 | 99.87  | 28.08  | 9.05   | -0.074 | 0.018  | 0.004 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2560_1536_size512.png | 0.1167   | 0.1101   | 7.6091 | 99.77  | 28.50  | 9.04   | -0.007 | -0.003 | 0.024 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2560_2048_size512.png | 0.0896   | 0.0814   | 7.5984 | 99.83  | 28.61  | 8.90   | -0.054 | 0.014  | 0.010 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2560_2560_size512.png | 0.0968   | 0.0925   | 7.6054 | 99.80  | 28.74  | 8.90   | -0.044 | -0.009 | 0.055 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2560_3072_size512.png | 0.1111   | 0.1025   | 7.6191 | 99.74  | 29.46  | 8.77   | 0.002  | 0.005  | 0.019 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2560_3584_size512.png | 0.0888   | 0.0824   | 7.5998 | 99.85  | 29.19  | 8.71   | -0.033 | -0.009 | -0.031
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2560_4096_size512.png | 0.0909   | 0.0823   | 7.5950 | 99.84  | 30.48  | 8.32   | -0.105 | 0.012  | 0.004 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_2560_512_size512.png | 0.0935   | 0.0838   | 7.6053 | 99.82  | 29.09  | 8.77   | -0.057 | 0.011  | -0.009
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3072_0_size512.png | 0.0935   | 0.0842   | 7.6168 | 99.83  | 28.61  | 8.95   | -0.042 | -0.008 | 0.040 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3072_1024_size512.png | 0.0838   | 0.0746   | 7.5931 | 99.88  | 28.38  | 8.92   | -0.068 | 0.026  | -0.013
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3072_1536_size512.png | 0.1036   | 0.0936   | 7.6039 | 99.78  | 28.50  | 9.01   | -0.072 | 0.019  | -0.002
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3072_2048_size512.png | 0.0890   | 0.0805   | 7.5906 | 99.85  | 28.63  | 8.88   | -0.027 | 0.011  | 0.004 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3072_2560_size512.png | 0.0934   | 0.0835   | 7.5952 | 99.82  | 28.89  | 8.83   | -0.019 | -0.014 | 0.019 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3072_3072_size512.png | 0.1016   | 0.0932   | 7.6135 | 99.81  | 27.96  | 9.20   | -0.032 | 0.006  | -0.000
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3072_3584_size512.png | 0.0842   | 0.0748   | 7.6012 | 99.88  | 29.34  | 8.63   | -0.063 | -0.020 | 0.012 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3072_4096_size512.png | 0.0907   | 0.0812   | 7.5950 | 99.84  | 28.33  | 9.00   | -0.048 | 0.014  | 0.002 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3072_512_size512.png | 0.0889   | 0.0809   | 7.5981 | 99.83  | 28.93  | 8.79   | -0.036 | -0.000 | 0.024 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3584_0_size512.png | 0.0930   | 0.0822   | 7.6009 | 99.83  | 28.79  | 8.86   | -0.060 | 0.012  | 0.026 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3584_1024_size512.png | 0.0817   | 0.0717   | 7.5707 | 99.90  | 27.97  | 9.01   | -0.095 | 0.016  | 0.019 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3584_1536_size512.png | 0.1002   | 0.0936   | 7.5971 | 99.80  | 28.37  | 9.03   | -0.034 | 0.016  | 0.015 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3584_2048_size512.png | 0.0908   | 0.0824   | 7.5992 | 99.83  | 28.78  | 8.85   | -0.045 | 0.003  | 0.002 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3584_2560_size512.png | 0.0883   | 0.0804   | 7.5897 | 99.84  | 28.35  | 8.97   | -0.041 | 0.006  | -0.008
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3584_3072_size512.png | 0.0865   | 0.0764   | 7.5960 | 99.87  | 29.00  | 8.75   | -0.067 | -0.017 | -0.027
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3584_3584_size512.png | 0.0854   | 0.0753   | 7.5917 | 99.87  | 29.32  | 8.63   | -0.089 | -0.018 | 0.007 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3584_4096_size512.png | 0.0948   | 0.0861   | 7.6016 | 99.82  | 28.32  | 9.03   | -0.026 | -0.009 | 0.018 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_3584_512_size512.png | 0.0871   | 0.0770   | 7.5865 | 99.87  | 28.63  | 8.86   | -0.101 | -0.011 | 0.048 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_4096_0_size512.png | 0.1010   | 0.0932   | 7.6186 | 99.80  | 28.97  | 8.85   | -0.019 | -0.023 | 0.007 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_4096_1024_size512.png | 0.1023   | 0.0918   | 7.6025 | 99.79  | 28.76  | 8.91   | -0.033 | 0.008  | 0.011 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_4096_1536_size512.png | 0.0950   | 0.0850   | 7.5893 | 99.82  | 28.29  | 9.03   | -0.051 | -0.004 | -0.003
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_4096_2048_size512.png | 0.0905   | 0.0814   | 7.5936 | 99.84  | 28.73  | 8.86   | -0.035 | 0.023  | -0.044
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_4096_2560_size512.png | 0.0892   | 0.0826   | 7.5892 | 99.84  | 28.04  | 9.08   | -0.063 | -0.003 | -0.007
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_4096_3072_size512.png | 0.1105   | 0.1120   | 7.6086 | 99.77  | 29.33  | 8.76   | 0.005  | 0.040  | 0.010 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_4096_3584_size512.png | 0.0932   | 0.0859   | 7.5933 | 99.82  | 28.58  | 8.92   | -0.038 | 0.018  | 0.010 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_4096_4096_size512.png | 0.0911   | 0.0806   | 7.5956 | 99.84  | 28.75  | 8.86   | -0.075 | -0.032 | 0.024 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_4096_512_size512.png | 0.0876   | 0.0774   | 7.5821 | 99.87  | 28.46  | 8.91   | -0.051 | 0.007  | 0.016 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_512_0_size512.png | 0.0910   | 0.0847   | 7.6084 | 99.83  | 28.63  | 8.91   | -0.026 | 0.017  | 0.028 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_512_1024_size512.png | 0.0877   | 0.0789   | 7.5960 | 99.85  | 28.38  | 8.96   | -0.060 | -0.026 | 0.012 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_512_1536_size512.png | 0.1119   | 0.1084   | 7.6110 | 99.77  | 28.33  | 9.09   | -0.023 | 0.006  | 0.035 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_512_2048_size512.png | 0.0901   | 0.0790   | 7.5946 | 99.85  | 28.54  | 8.92   | -0.022 | 0.013  | -0.001
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_512_2560_size512.png | 0.0867   | 0.0763   | 7.5745 | 99.86  | 28.49  | 8.88   | -0.072 | -0.000 | -0.006
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_512_3072_size512.png | 0.0894   | 0.0812   | 7.5834 | 99.84  | 28.63  | 8.87   | -0.073 | 0.006  | 0.001 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_512_3584_size512.png | 0.0876   | 0.0799   | 7.5879 | 99.85  | 28.33  | 8.98   | -0.079 | -0.005 | 0.027 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_512_4096_size512.png | 0.0887   | 0.0808   | 7.6088 | 99.84  | 27.66  | 9.25   | -0.024 | -0.026 | 0.040 
TCGA-AC-A2QH-DX1_xmin42173_ymin16859_MPP-0_512_512_size512.png | 0.0880   | 0.0789   | 7.6116 | 99.86  | 28.31  | 9.00   | -0.032 | 0.038  | 0.030 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_0_0_size512.png | 0.1003   | 0.0931   | 7.6269 | 99.79  | 29.06  | 8.83   | -0.027 | 0.012  | 0.026 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_0_1024_size512.png | 0.0976   | 0.0898   | 7.6195 | 99.81  | 29.77  | 8.57   | 0.001  | -0.008 | -0.023
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_0_1536_size512.png | 0.1124   | 0.1024   | 7.6254 | 99.76  | 31.14  | 8.23   | -0.026 | 0.015  | 0.006 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_0_512_size512.png | 0.1019   | 0.0921   | 7.6258 | 99.79  | 29.46  | 8.69   | -0.031 | -0.009 | 0.015 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_1024_0_size512.png | 0.1024   | 0.0929   | 7.6246 | 99.78  | 29.39  | 8.72   | 0.000  | 0.012  | 0.003 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_1024_1024_size512.png | 0.1162   | 0.1106   | 7.6227 | 99.77  | 30.97  | 8.25   | -0.049 | 0.002  | 0.033 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_1024_1536_size512.png | 0.1052   | 0.0935   | 7.6233 | 99.78  | 31.20  | 8.18   | -0.042 | -0.010 | 0.010 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_1024_512_size512.png | 0.0955   | 0.0893   | 7.6185 | 99.81  | 29.43  | 8.67   | -0.014 | 0.020  | -0.023
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_1536_0_size512.png | 0.1087   | 0.0990   | 7.6214 | 99.78  | 30.19  | 8.47   | -0.014 | 0.005  | -0.002
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_1536_1024_size512.png | 0.1124   | 0.1133   | 7.6245 | 99.76  | 32.03  | 7.98   | -0.037 | -0.004 | 0.023 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_1536_1536_size512.png | 0.1073   | 0.0986   | 7.6233 | 99.78  | 31.74  | 8.05   | -0.055 | 0.002  | 0.008 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_1536_512_size512.png | 0.1121   | 0.1015   | 7.6242 | 99.77  | 31.17  | 8.20   | -0.034 | 0.037  | 0.011 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_2048_0_size512.png | 0.1164   | 0.1165   | 7.6222 | 99.75  | 31.21  | 8.22   | -0.047 | 0.017  | 0.022 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_2048_1024_size512.png | 0.1098   | 0.1011   | 7.6277 | 99.77  | 30.65  | 8.35   | -0.036 | 0.005  | 0.009 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_2048_1536_size512.png | 0.0961   | 0.0911   | 7.6217 | 99.81  | 29.56  | 8.64   | -0.018 | 0.015  | 0.024 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_2048_512_size512.png | 0.1075   | 0.1002   | 7.6298 | 99.77  | 30.80  | 8.30   | 0.012  | 0.025  | 0.026 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_2560_0_size512.png | 0.0950   | 0.0889   | 7.6242 | 99.82  | 28.66  | 8.94   | -0.017 | 0.001  | 0.011 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_2560_1024_size512.png | 0.0992   | 0.0911   | 7.6257 | 99.80  | 28.76  | 8.92   | 0.003  | 0.001  | 0.016 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_2560_1536_size512.png | 0.1010   | 0.0924   | 7.6222 | 99.79  | 28.53  | 9.00   | 0.035  | 0.029  | -0.010
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_2560_512_size512.png | 0.0947   | 0.0862   | 7.6248 | 99.82  | 28.62  | 8.94   | 0.020  | -0.018 | -0.003
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_3072_0_size512.png | 0.0964   | 0.0892   | 7.6318 | 99.82  | 27.96  | 9.19   | -0.027 | 0.027  | -0.001
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_3072_1024_size512.png | 0.1009   | 0.0891   | 7.6284 | 99.80  | 28.16  | 9.13   | -0.028 | 0.006  | -0.017
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_3072_1536_size512.png | 0.0945   | 0.0834   | 7.6271 | 99.83  | 28.04  | 9.13   | -0.036 | 0.004  | 0.007 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_3072_512_size512.png | 0.0959   | 0.0895   | 7.6310 | 99.81  | 27.97  | 9.18   | -0.041 | 0.004  | 0.001 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_3584_0_size512.png | 0.1001   | 0.0915   | 7.6264 | 99.81  | 28.24  | 9.09   | -0.002 | 0.042  | 0.013 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_3584_1024_size512.png | 0.1022   | 0.0940   | 7.6272 | 99.79  | 28.24  | 9.10   | -0.013 | 0.007  | 0.007 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_3584_1536_size512.png | 0.1009   | 0.0907   | 7.6274 | 99.80  | 28.24  | 9.10   | -0.012 | 0.013  | 0.012 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_3584_512_size512.png | 0.1013   | 0.0942   | 7.6304 | 99.79  | 28.34  | 9.07   | -0.046 | -0.026 | -0.016
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_512_0_size512.png | 0.1001   | 0.0893   | 7.6262 | 99.81  | 28.93  | 8.86   | -0.006 | 0.020  | 0.007 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_512_1024_size512.png | 0.1018   | 0.0961   | 7.6193 | 99.80  | 30.28  | 8.43   | -0.016 | -0.013 | 0.011 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_512_1536_size512.png | 0.1075   | 0.0982   | 7.6204 | 99.78  | 31.58  | 8.09   | -0.053 | 0.007  | 0.012 
TCGA-AC-A2QJ-DX1_xmin36620_ymin8672_MPP-0_512_512_size512.png | 0.0942   | 0.0846   | 7.6184 | 99.81  | 29.18  | 8.74   | -0.022 | 0.011  | 0.005 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_0_0_size512.png | 0.0890   | 0.0805   | 7.6206 | 99.85  | 28.47  | 8.99   | -0.089 | 0.009  | 0.008 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_0_1024_size512.png | 0.0946   | 0.0888   | 7.6294 | 99.81  | 28.42  | 9.04   | -0.031 | 0.018  | 0.032 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_0_1536_size512.png | 0.0988   | 0.0910   | 7.6406 | 99.80  | 29.04  | 8.83   | -0.017 | 0.017  | 0.025 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_0_512_size512.png | 0.0914   | 0.0813   | 7.6217 | 99.84  | 28.65  | 8.94   | -0.053 | -0.011 | 0.034 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_1024_0_size512.png | 0.0989   | 0.0921   | 7.6374 | 99.80  | 28.87  | 8.90   | -0.046 | 0.025  | 0.013 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_1024_1024_size512.png | 0.0880   | 0.0783   | 7.6252 | 99.86  | 28.08  | 9.12   | -0.068 | 0.005  | 0.004 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_1024_1536_size512.png | 0.0934   | 0.0826   | 7.6364 | 99.82  | 28.26  | 9.09   | -0.059 | 0.026  | -0.004
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_1024_512_size512.png | 0.0903   | 0.0823   | 7.6290 | 99.84  | 28.60  | 8.94   | -0.063 | 0.027  | 0.025 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_1536_0_size512.png | 0.0938   | 0.0868   | 7.6420 | 99.81  | 28.66  | 8.96   | -0.036 | 0.017  | -0.020
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_1536_1024_size512.png | 0.0935   | 0.0834   | 7.6264 | 99.83  | 28.96  | 8.85   | -0.070 | -0.013 | 0.066 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_1536_1536_size512.png | 0.1001   | 0.0927   | 7.6397 | 99.80  | 28.68  | 8.96   | -0.019 | 0.035  | -0.004
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_1536_512_size512.png | 0.0989   | 0.0891   | 7.6396 | 99.79  | 28.70  | 8.96   | -0.031 | 0.016  | 0.022 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_2048_0_size512.png | 0.0881   | 0.0767   | 7.6224 | 99.86  | 27.96  | 9.16   | -0.079 | 0.000  | 0.002 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_2048_1024_size512.png | 0.1150   | 0.1082   | 7.6427 | 99.78  | 28.86  | 8.92   | -0.023 | 0.002  | 0.009 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_2048_1536_size512.png | 0.1093   | 0.0952   | 7.6344 | 99.79  | 29.18  | 8.80   | -0.007 | 0.002  | -0.030
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_2048_512_size512.png | 0.0928   | 0.0835   | 7.6330 | 99.82  | 28.72  | 8.94   | -0.074 | 0.020  | 0.012 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_2560_0_size512.png | 0.0871   | 0.0762   | 7.6114 | 99.86  | 28.12  | 9.10   | -0.100 | -0.008 | -0.005
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_2560_1024_size512.png | 0.0916   | 0.0818   | 7.6415 | 99.83  | 28.30  | 9.07   | -0.054 | 0.026  | 0.003 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_2560_1536_size512.png | 0.1076   | 0.0949   | 7.6426 | 99.78  | 29.17  | 8.80   | -0.043 | -0.006 | 0.012 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_2560_512_size512.png | 0.0861   | 0.0770   | 7.6229 | 99.87  | 27.95  | 9.14   | -0.087 | 0.016  | 0.014 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_512_0_size512.png | 0.0904   | 0.0809   | 7.6208 | 99.85  | 28.83  | 8.86   | -0.077 | 0.001  | 0.046 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_512_1024_size512.png | 0.0866   | 0.0770   | 7.6100 | 99.87  | 28.01  | 9.13   | -0.075 | 0.048  | 0.019 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_512_1536_size512.png | 0.0933   | 0.0836   | 7.6361 | 99.83  | 28.25  | 9.09   | -0.065 | 0.012  | 0.014 
TCGA-AC-A6IW-DX1_xmin15387_ymin6222_MPP-0_512_512_size512.png | 0.0872   | 0.0772   | 7.6137 | 99.86  | 27.96  | 9.15   | -0.094 | 0.001  | -0.018
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_0_0_size512.png | 0.0962   | 0.0915   | 7.6291 | 99.80  | 29.55  | 8.65   | -0.041 | -0.029 | 0.044 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_0_1024_size512.png | 0.1076   | 0.0938   | 7.6436 | 99.80  | 28.94  | 8.88   | -0.040 | 0.015  | 0.025 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_0_1536_size512.png | 0.1011   | 0.0921   | 7.6465 | 99.80  | 28.84  | 8.91   | -0.046 | -0.014 | 0.004 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_0_2048_size512.png | 0.1042   | 0.0969   | 7.6360 | 99.79  | 30.19  | 8.50   | -0.009 | 0.015  | 0.037 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_0_2560_size512.png | 0.1046   | 0.0942   | 7.6416 | 99.79  | 28.80  | 8.94   | -0.015 | 0.031  | 0.019 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_0_3072_size512.png | 0.0998   | 0.0920   | 7.6436 | 99.79  | 28.19  | 9.12   | 0.001  | 0.016  | 0.020 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_0_3584_size512.png | 0.1031   | 0.0926   | 7.6441 | 99.80  | 28.17  | 9.15   | -0.012 | 0.028  | 0.037 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_0_512_size512.png | 0.1121   | 0.1059   | 7.6342 | 99.75  | 29.13  | 8.85   | 0.001  | 0.009  | 0.003 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_1024_0_size512.png | 0.1011   | 0.0945   | 7.6332 | 99.79  | 29.42  | 8.72   | -0.036 | 0.033  | 0.054 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_1024_1024_size512.png | 0.1011   | 0.0905   | 7.6341 | 99.80  | 29.66  | 8.64   | -0.009 | -0.009 | 0.034 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_1024_1536_size512.png | 0.1119   | 0.1089   | 7.6433 | 99.76  | 28.78  | 8.95   | -0.028 | -0.004 | -0.025
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_1024_2048_size512.png | 0.1125   | 0.1127   | 7.6495 | 99.76  | 27.82  | 9.32   | 0.009  | 0.007  | -0.020
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_1024_2560_size512.png | 0.1005   | 0.0929   | 7.6490 | 99.80  | 27.72  | 9.30   | -0.021 | 0.031  | -0.013
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_1024_3072_size512.png | 0.1036   | 0.0945   | 7.6484 | 99.79  | 27.69  | 9.33   | 0.005  | -0.001 | -0.050
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_1024_3584_size512.png | 0.1014   | 0.0921   | 7.6431 | 99.79  | 27.91  | 9.23   | -0.015 | 0.031  | 0.004 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_1024_512_size512.png | 0.1010   | 0.0923   | 7.6271 | 99.80  | 30.24  | 8.45   | -0.048 | 0.002  | 0.018 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_1536_0_size512.png | 0.0958   | 0.0885   | 7.6392 | 99.81  | 29.25  | 8.76   | -0.046 | 0.004  | 0.025 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_1536_1024_size512.png | 0.0988   | 0.0913   | 7.6411 | 99.81  | 28.94  | 8.85   | -0.018 | 0.024  | 0.023 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_1536_1536_size512.png | 0.1071   | 0.0946   | 7.6389 | 99.79  | 28.88  | 8.90   | -0.023 | 0.019  | 0.012 
TCGA-AC-A7VC-DX1_xmin20658_ymin22410_MPP-0_1536_2048_size512.png | 0.0946   | 0.0841   | 7.6394 | 99.81  | 29.08  | 8.81   | -0.049 | 0.032  | -0.002
